hour,temperature,water
10,31,73.89
10,32,77.14
10,33,79.4
10,34,83.76
10,35,86.41
10,36,89.27
10,37,90.73
10,38,94.79
10,39,96.84
10,40,100.2
10,5,0.7
10,6,3.66
10,7,4.81
10,8,8.97
10,9,11.53
10,10,14.29
10,11,16.74
10,12,20.5
10,13,22.76
10,14,24.81
10,15,28.47
10,16,32.43
10,17,33.29
10,18,37.34
10,19,39.9
10,20,42.06
10,21,45.11
10,22,48.57
10,23,50.93
10,24,55.09
10,25,56.54
10,26,59.9
10,27,62.06
10,28,65.61
10,29,68.87
10,30,71.03
10,31,73.69
10,32,77.34
10,33,80.1
10,34,82.46
10,35,86.31
10,36,88.87
10,37,91.63
10,38,94.99
10,39,97.04
10,40,99.1
10,5,0.5
10,6,2.66
10,7,5.51
10,8,8.67
10,9,11.23
10,10,14.29
10,11,17.14
10,12,20
10,13,22.16
10,14,25.41
10,15,29.57
10,16,32.13
10,17,34.79
10,18,37.14
10,19,40.2
10,20,42.56
10,21,46.01
10,22,48.07
10,23,51.23
10,24,53.59
10,25,56.34
10,26,59.5
10,27,63.36
10,28,65.11
10,29,69.27
10,30,72.03
10,31,74.89
10,32,76.44
10,33,79.4
10,34,82.16
10,35,86.51
10,36,89.57
10,37,90.73
10,38,94.29
10,39,97.34
10,40,99.6
11,5,0.1
11,6,2.86
11,7,6.61
11,8,8.67
11,9,12.43
11,10,13.39
11,11,16.34
11,12,19
11,13,22.36
11,14,26.71
11,15,28.47
11,16,31.03
11,17,33.79
11,18,36.44
11,19,40.4
11,20,43.66
11,21,46.01
11,22,48.97
11,23,51.23
11,24,54.69
11,25,56.94
11,26,61
11,27,63.06
11,28,64.71
11,29,69.27
11,30,70.83
11,31,74.19
11,32,77.64
11,33,81
11,34,81.86
11,35,85.01
11,36,87.57
11,37,90.63
11,38,94.49
11,39,96.94
11,40,99.4
11,5,0.5
11,6,2.76
11,7,5.21
11,8,8.97
11,9,10.53
11,10,14.99
11,11,16.64
11,12,19.7
11,13,23.26
11,14,25.01
11,15,28.87
11,16,31.53
11,17,34.09
11,18,37.64
11,19,40.4
11,20,43.16
11,21,45.61
11,22,49.17
11,23,52.23
11,24,53.79
11,25,56.24
11,26,61
11,27,62.46
11,28,66.51
11,29,69.17
11,30,71.53
11,31,73.79
11,32,76.64
11,33,79.6
11,34,81.96
11,35,85.11
11,36,89.47
11,37,91.73
11,38,93.69
11,39,96.84
11,40,100.4
11,5,0.9
11,6,3.26
11,7,5.21
11,8,8.57
11,9,10.63
11,10,14.59
11,11,16.84
11,12,20.6
11,13,23.36
11,14,25.41
11,15,28.77
11,16,30.73
11,17,34.99
11,18,36.24
11,19,40.7
11,20,43.26
11,21,46.61
11,22,48.27
11,23,50.53
11,24,53.29
11,25,57.84
11,26,59.1
11,27,63.26
11,28,64.91
11,29,69.57
11,30,70.83
11,31,74.49
11,32,77.74
11,33,80.1
11,34,82.06
11,35,85.21
11,36,88.67
11,37,92.13
11,38,93.49
11,39,97.64
11,40,100.4
11,5,0.4
11,6,3.36
11,7,5.51
11,8,7.97
11,9,11.13
11,10,13.89
11,11,16.24
11,12,19.6
11,13,22.26
11,14,25.41
11,15,28.77
11,16,30.73
11,17,34.09
11,18,36.64
11,19,39.1
11,20,42.36
11,21,44.71
11,22,48.17
11,23,51.33
11,24,53.39
11,25,56.54
11,26,60
11,27,62.46
11,28,65.01
11,29,68.37
11,30,71.13
11,31,73.59
11,32,78.14
11,33,80.9
11,34,81.86
11,35,86.61
11,36,89.07
11,37,90.63
11,38,93.59
11,39,96.24
11,40,101
11,5,0
11,6,3.36
11,7,5.71
11,8,8.67
11,9,11.33
11,10,15.29
11,11,16.64
11,12,20
11,13,21.86
11,14,25.81
11,15,28.17
11,16,31.43
11,17,34.49
11,18,37.64
11,19,40.9
11,20,42.86
11,21,46.61
11,22,48.77
11,23,51.43
11,24,53.89
11,25,57.54
11,26,59.1
11,27,63.56
11,28,64.81
11,29,67.87
11,30,71.73
11,31,74.89
11,32,77.24
11,33,80.8
11,34,83.86
11,35,86.41
11,36,88.17
11,37,90.93
11,38,94.09
11,39,96.94
11,40,99.8
11,5,0.3
11,6,1.96
11,7,6.61
11,8,7.77
11,9,10.53
11,10,14.69
11,11,17.84
11,12,20.2
11,13,22.46
11,14,24.81
11,15,28.27
11,16,30.83
11,17,34.29
11,18,36.74
11,19,41
11,20,42.16
11,21,45.71
11,22,49.27
11,23,52.03
11,24,54.19
11,25,56.14
11,26,60.1
11,27,62.36
11,28,64.81
11,29,69.37
11,30,72.33
11,31,73.29
11,32,77.14
11,33,79.5
11,34,83.36
11,35,86.01
11,36,88.87
11,37,91.43
11,38,95.19
11,39,97.04
11,40,100.4
11,5,0.9
11,6,2.96
11,7,5.71
11,8,8.87
11,9,11.33
11,10,14.09
11,11,17.74
11,12,19.9
11,13,21.96
11,14,26.41
11,15,28.17
11,16,32.13
11,17,33.69
11,18,36.14
11,19,40.1
11,20,43.66
11,21,44.81
11,22,49.37
11,23,51.43
11,24,54.69
11,25,57.14
11,26,60.2
11,27,61.86
11,28,65.11
11,29,67.87
11,30,71.03
11,31,73.89
11,32,77.44
11,33,80.6
11,34,81.86
11,35,85.51
11,36,88.77
11,37,92.33
11,38,95.09
11,39,97.04
11,40,100
11,5,1
11,6,3.26
11,7,6.51
11,8,9.37
11,9,11.03
11,10,14.29
11,11,17.54
11,12,19.2
11,13,23.86
11,14,25.91
11,15,27.97
11,16,32.03
11,17,34.89
11,18,36.84
11,19,40.4
11,20,43.46
11,21,44.81
11,22,47.57
11,23,51.03
11,24,53.79
11,25,58.04
11,26,60.4
11,27,62.86
11,28,66.41
11,29,69.27
11,30,70.63
11,31,74.09
11,32,77.54
11,33,80.7
11,34,81.86
11,35,85.81
11,36,87.57
11,37,90.83
11,38,94.79
11,39,97.94
11,40,100.7
11,5,0.3
11,6,3.16
11,7,5.81
11,8,8.57
11,9,11.63
11,10,15.09
11,11,17.14
11,12,19.6
11,13,22.86
11,14,25.51
11,15,28.37
11,16,30.63
11,17,33.99
11,18,37.34
11,19,39.9
11,20,43.86
11,21,45.01
11,22,49.07
11,23,52.23
11,24,54.59
11,25,56.54
11,26,60.7
11,27,62.86
11,28,64.91
11,29,69.17
11,30,72.23
11,31,73.59
11,32,78.04
11,33,80.2
11,34,82.06
11,35,86.51
11,36,89.07
11,37,90.43
11,38,94.89
11,39,96.24
11,40,100.8
11,5,0.2
11,6,2.16
11,7,6.41
11,8,8.47
11,9,10.93
11,10,14.49
11,11,16.24
11,12,19.1
11,13,22.16
11,14,25.41
11,15,28.07
11,16,31.83
11,17,35.09
11,18,37.14
11,19,40.8
11,20,43.16
11,21,46.61
11,22,48.67
11,23,51.53
11,24,53.59
11,25,57.44
11,26,60.2
11,27,62.46
11,28,66.31
11,29,69.27
11,30,71.53
11,31,73.29
11,32,76.14
11,33,79.3
11,34,82.06
11,35,85.61
11,36,89.47
11,37,91.33
11,38,94.19
11,39,96.24
11,40,100.6
12,5,0.5
12,6,3.66
12,7,5.91
12,8,7.57
12,9,12.33
12,10,13.29
12,11,16.54
12,12,20.9
12,13,22.26
12,14,26.51
12,15,28.77
12,16,31.13
12,17,34.59
12,18,38.04
12,19,39.7
12,20,41.86
12,21,46.31
12,22,49.37
12,23,50.83
12,24,55.19
12,25,56.34
12,26,59.9
12,27,63.56
12,28,64.71
12,29,69.57
12,30,70.53
12,31,75.19
12,32,76.14
12,33,79.5
12,34,83.46
12,35,86.61
12,36,88.97
12,37,91.53
12,38,93.39
12,39,96.34
12,40,99
12,5,0.4
12,6,3.86
12,7,4.81
12,8,8.57
12,9,12.43
12,10,14.69
12,11,17.34
12,12,19.5
12,13,21.96
12,14,25.01
12,15,28.77
12,16,30.73
12,17,35.19
12,18,36.14
12,19,40.1
12,20,42.36
12,21,45.31
12,22,48.77
12,23,50.63
12,24,54.69
12,25,56.14
12,26,59.5
12,27,61.96
12,28,65.11
12,29,69.27
12,30,70.43
12,31,74.19
12,32,76.54
12,33,80.7
12,34,83.16
12,35,85.81
12,36,89.47
12,37,90.43
12,38,94.79
12,39,97.14
12,40,100.1
12,5,1
12,6,2.06
12,7,6.71
12,8,8.67
12,9,11.73
12,10,13.79
12,11,17.74
12,12,20.8
12,13,21.86
12,14,26.31
12,15,27.77
12,16,30.43
12,17,34.29
12,18,37.94
12,19,39.5
12,20,42.76
12,21,45.81
12,22,49.37
12,23,50.73
12,24,53.29
12,25,57.54
12,26,59.7
12,27,63.86
12,28,66.61
12,29,68.67
12,30,72.23
12,31,75.29
12,32,77.64
12,33,79.5
12,34,81.86
12,35,85.21
12,36,88.57
12,37,91.63
12,38,94.89
12,39,97.74
12,40,99.6
12,5,0.8
12,6,2.16
12,7,5.21
12,8,8.37
12,9,11.83
12,10,13.99
12,11,18.04
12,12,19.8
12,13,22.96
12,14,26.51
12,15,28.27
12,16,32.33
12,17,33.29
12,18,37.84
12,19,39.9
12,20,43.66
12,21,46.31
12,22,47.57
12,23,51.93
12,24,55.09
12,25,58.14
12,26,60.6
12,27,62.16
12,28,65.81
12,29,68.27
12,30,72.33
12,31,74.29
12,32,76.14
12,33,80.7
12,34,82.86
12,35,85.81
12,36,87.97
12,37,91.43
12,38,94.49
12,39,96.74
12,40,100.5
12,5,0.4
12,6,3.16
12,7,5.01
12,8,8.87
12,9,11.23
12,10,13.29
12,11,17.94
12,12,19.8
12,13,22.46
12,14,25.91
12,15,28.77
12,16,31.13
12,17,34.19
12,18,36.34
12,19,39.8
12,20,43.86
12,21,44.91
12,22,47.67
12,23,52.03
12,24,53.99
12,25,56.64
12,26,60.3
12,27,63.16
12,28,66.11
12,29,68.47
12,30,70.73
12,31,74.49
12,32,77.74
12,33,80.6
12,34,82.96
12,35,85.21
12,36,88.87
12,37,91.93
12,38,95.19
12,39,98.14
12,40,100.4
12,5,0
12,6,3.56
12,7,4.91
12,8,8.17
12,9,11.23
12,10,13.39
12,11,17.14
12,12,19.1
12,13,22.66
12,14,25.01
12,15,28.07
12,16,32.03
12,17,33.69
12,18,37.74
12,19,39.9
12,20,42.56
12,21,45.91
12,22,48.97
12,23,50.93
12,24,54.19
12,25,58.14
12,26,59.2
12,27,63.86
12,28,65.81
12,29,68.37
12,30,71.53
12,31,74.29
12,32,77.04
12,33,79.4
12,34,83.66
12,35,84.91
12,36,87.57
12,37,91.43
12,38,95.09
12,39,96.24
12,40,100.8
12,5,0.9
12,6,2.26
12,7,6.51
12,8,7.87
12,9,12.33
12,10,14.89
12,11,16.14
12,12,19.8
12,13,22.56
12,14,25.51
12,15,29.17
12,16,30.93
12,17,35.09
12,18,37.14
12,19,39
12,20,43.76
12,21,45.61
12,22,49.27
12,23,51.33
12,24,55.29
12,25,57.84
12,26,60.7
12,27,63.46
12,28,65.41
12,29,68.07
12,30,72.13
12,31,74.19
12,32,76.44
12,33,79.6
12,34,82.66
12,35,84.91
12,36,87.67
12,37,91.33
12,38,93.69
12,39,96.74
12,40,100.8
12,5,0.8
12,6,3.36
12,7,6.11
12,8,7.67
12,9,11.83
12,10,13.59
12,11,17.94
12,12,19
12,13,22.56
12,14,25.71
12,15,29.07
12,16,31.43
12,17,34.59
12,18,38.14
12,19,40.8
12,20,42.16
12,21,46.11
12,22,48.87
12,23,51.23
12,24,54.19
12,25,57.14
12,26,60
12,27,63.56
12,28,66.31
12,29,69.47
12,30,70.93
12,31,74.89
12,32,76.54
12,33,80.3
12,34,82.96
12,35,85.61
12,36,88.27
12,37,91.63
12,38,94.19
12,39,97.44
12,40,99.2
12,5,0.3
12,6,2.76
12,7,6.71
12,8,7.97
12,9,10.53
12,10,14.39
12,11,16.34
12,12,19.6
12,13,21.86
12,14,25.31
12,15,29.37
12,16,32.13
12,17,33.49
12,18,36.94
12,19,39.3
12,20,42.56
12,21,46.11
12,22,49.37
12,23,50.43
12,24,55.09
12,25,56.34
12,26,59.7
12,27,63.76
12,28,66.41
12,29,68.07
12,30,72.03
12,31,73.49
12,32,76.24
12,33,79
12,34,83.06
12,35,85.81
12,36,89.47
12,37,91.23
12,38,94.69
12,39,96.84
12,40,100.5
12,5,0.2
12,6,3.56
12,7,5.91
12,8,7.67
12,9,12.03
12,10,14.09
12,11,17.34
12,12,20.3
12,13,21.86
12,14,25.21
12,15,29.07
12,16,30.43
12,17,35.29
12,18,37.54
12,19,39.9
12,20,42.56
12,21,44.91
12,22,49.17
12,23,51.03
12,24,53.89
12,25,56.64
12,26,60.7
12,27,62.76
12,28,64.81
12,29,68.87
12,30,71.33
12,31,73.89
12,32,77.04
12,33,80.8
12,34,83.26
12,35,85.31
12,36,88.67
12,37,91.03
12,38,94.99
12,39,98.14
12,40,99.2
13,5,0.4
13,6,2.86
13,7,5.91
13,8,9.27
13,9,12.03
13,10,13.69
13,11,17.14
13,12,20.5
13,13,23.66
13,14,26.71
13,15,28.17
13,16,32.33
13,17,34.99
13,18,36.34
13,19,39.1
13,20,43.46
13,21,45.71
13,22,49.17
13,23,51.83
13,24,53.29
13,25,56.44
13,26,60.5
13,27,62.66
13,28,66.61
13,29,67.57
13,30,70.43
13,31,73.79
13,32,77.74
13,33,81
13,34,82.66
13,35,86.41
13,36,88.07
13,37,91.03
13,38,94.59
13,39,97.74
13,40,100
13,5,0.7
13,6,3.56
13,7,4.91
13,8,7.87
13,9,11.53
13,10,13.59
13,11,17.94
13,12,20.4
13,13,22.66
13,14,26.61
13,15,29.17
13,16,31.43
13,17,34.99
13,18,36.64
13,19,40.1
13,20,42.86
13,21,46.01
13,22,49.37
13,23,51.33
13,24,55.19
13,25,56.54
13,26,59.6
13,27,62.26
13,28,66.61
13,29,67.57
13,30,71.83
13,31,74.29
13,32,77.34
13,33,79.9
13,34,82.76
13,35,85.21
13,36,89.27
13,37,91.43
13,38,94.69
13,39,96.64
13,40,100.6
13,5,0.9
13,6,2.76
13,7,5.81
13,8,9.47
13,9,12.03
13,10,15.19
13,11,17.44
13,12,19
13,13,23.86
13,14,25.21
13,15,27.77
13,16,31.93
13,17,34.99
13,18,37.54
13,19,39.7
13,20,42.46
13,21,45.01
13,22,48.47
13,23,51.53
13,24,54.59
13,25,57.24
13,26,59.8
13,27,62.96
13,28,64.91
13,29,68.97
13,30,70.73
13,31,74.49
13,32,76.54
13,33,80.2
13,34,82.46
13,35,85.41
13,36,87.97
13,37,91.83
13,38,93.99
13,39,97.94
13,40,99.7
13,5,0.2
13,6,2.56
13,7,5.21
13,8,9.57
13,9,10.53
13,10,14.19
13,11,17.74
13,12,20.7
13,13,23.76
13,14,25.41
13,15,28.27
13,16,31.33
13,17,34.99
13,18,36.24
13,19,40.1
13,20,43.06
13,21,45.11
13,22,48.67
13,23,52.13
13,24,53.39
13,25,57.34
13,26,60.2
13,27,62.26
13,28,65.71
13,29,67.77
13,30,70.93
13,31,73.29
13,32,77.34
13,33,79.5
13,34,83.76
13,35,86.31
13,36,89.27
13,37,92.43
13,38,93.99
13,39,96.74
13,40,99.6
13,5,0.4
13,6,3.36
13,7,5.41
13,8,8.47
13,9,10.83
13,10,15.29
13,11,16.94
13,12,20.4
13,13,23.56
13,14,25.71
13,15,29.07
13,16,31.63
13,17,34.99
13,18,37.34
13,19,39.2
13,20,42.46
13,21,44.71
13,22,48.37
13,23,51.13
13,24,54.49
13,25,57.44
13,26,59
13,27,63.86
13,28,66.11
13,29,68.67
13,30,70.93
13,31,73.79
13,32,76.74
13,33,79
13,34,83.56
13,35,86.21
13,36,87.87
13,37,90.73
13,38,94.69
13,39,98.14
13,40,99.2
13,5,0.2
13,6,2.56
13,7,5.51
13,8,8.37
13,9,11.53
13,10,13.29
13,11,16.24
13,12,20.8
13,13,23.16
13,14,26.11
13,15,27.67
13,16,31.13
13,17,34.59
13,18,36.64
13,19,40.2
13,20,42.66
13,21,45.91
13,22,48.97
13,23,50.53
13,24,54.39
13,25,57.54
13,26,60.4
13,27,62.96
13,28,66.71
13,29,69.37
13,30,71.33
13,31,73.99
13,32,77.04
13,33,80.8
13,34,83.26
13,35,86.51
13,36,87.57
13,37,92.33
13,38,93.89
13,39,97.04
13,40,99.3
13,5,0.6
13,6,1.96
13,7,5.71
13,8,8.57
13,9,12.33
13,10,13.79
13,11,16.74
13,12,20.8
13,13,22.26
13,14,26.41
13,15,27.57
13,16,30.93
13,17,34.09
13,18,37.14
13,19,39.5
13,20,42.46
13,21,46.51
13,22,48.27
13,23,51.53
13,24,53.49
13,25,58.04
13,26,59.7
13,27,62.66
13,28,65.21
13,29,69.07
13,30,72.13
13,31,73.99
13,32,76.84
13,33,81
13,34,82.06
13,35,85.61
13,36,89.47
13,37,92.33
13,38,94.79
13,39,96.84
13,40,99.9
13,5,1
13,6,3.46
13,7,5.71
13,8,7.87
13,9,10.93
13,10,14.99
13,11,17.94
13,12,19.3
13,13,23.66
13,14,26.21
13,15,27.87
13,16,31.13
13,17,34.69
13,18,36.14
13,19,40.6
13,20,42.96
13,21,45.11
13,22,48.17
13,23,50.93
13,24,54.59
13,25,57.44
13,26,59.7
13,27,62.26
13,28,65.21
13,29,67.67
13,30,72.03
13,31,73.39
13,32,76.14
13,33,79.3
13,34,82.86
13,35,86.51
13,36,89.27
13,37,92.13
13,38,94.89
13,39,98.04
13,40,99.8
13,5,0.5
13,6,3.36
13,7,5.21
13,8,8.67
13,9,12.23
13,10,14.39
13,11,16.54
13,12,19.2
13,13,22.96
13,14,26.71
13,15,28.47
13,16,32.43
13,17,34.39
13,18,37.74
13,19,40.6
13,20,42.46
13,21,46.21
13,22,48.37
13,23,51.13
13,24,54.89
13,25,56.74
13,26,60.9
13,27,63.26
13,28,66.11
13,29,69.27
13,30,71.13
13,31,74.29
13,32,77.34
13,33,79.4
13,34,83.56
13,35,85.61
13,36,89.37
13,37,91.73
13,38,94.19
13,39,97.64
13,40,99.3
13,5,0.8
13,6,2.46
13,7,5.91
13,8,8.97
13,9,10.53
13,10,13.89
13,11,16.54
13,12,20.1
13,13,22.46
13,14,25.81
13,15,28.17
13,16,30.83
13,17,34.89
13,18,36.74
13,19,40.5
13,20,42.26
13,21,44.71
13,22,49.47
13,23,52.43
13,24,54.39
13,25,56.64
13,26,59
13,27,62.96
13,28,65.71
13,29,67.77
13,30,72.03
13,31,73.59
13,32,77.04
13,33,79.7
13,34,82.66
13,35,86.11
13,36,88.37
13,37,91.93
13,38,93.99
13,39,97.14
13,40,100.1
14,5,0
14,6,2.86
14,7,4.71
14,8,8.47
14,9,11.23
14,10,13.69
14,11,17.14
14,12,19.6
14,13,23.46
14,14,26.31
14,15,29.57
14,16,30.53
14,17,33.49
14,18,37.24
14,19,41
14,20,43.86
14,21,46.41
14,22,48.67
14,23,52.23
14,24,55.29
14,25,58.14
14,26,60.8
14,27,63.86
14,28,64.81
14,29,69.27
14,30,71.93
14,31,74.69
14,32,77.04
14,33,80.1
14,34,83.76
14,35,86.51
14,36,88.47
14,37,91.63
14,38,94.39
14,39,96.14
14,40,99
14,5,0.9
14,6,3.16
14,7,4.81
14,8,8.37
14,9,10.63
14,10,13.59
14,11,16.24
14,12,20.8
14,13,23.16
14,14,26.71
14,15,29.27
14,16,31.83
14,17,33.29
14,18,37.04
14,19,40.2
14,20,42.16
14,21,46.71
14,22,48.97
14,23,50.53
14,24,53.89
14,25,57.84
14,26,60.4
14,27,62.46
14,28,64.81
14,29,68.47
14,30,71.63
14,31,74.79
14,32,76.54
14,33,79.9
14,34,81.96
14,35,86.71
14,36,88.67
14,37,91.63
14,38,94.79
14,39,96.64
14,40,100.5
14,5,0.7
14,6,3.16
14,7,5.41
14,8,9.47
14,9,10.83
14,10,13.39
14,11,17.24
14,12,19.9
14,13,22.36
14,14,26.31
14,15,29.17
14,16,31.93
14,17,35.19
14,18,38.04
14,19,40.3
14,20,43.76
14,21,44.91
14,22,48.97
14,23,50.73
14,24,54.59
14,25,58.04
14,26,59.5
14,27,62.46
14,28,65.91
14,29,68.37
14,30,71.43
14,31,73.29
14,32,77.64
14,33,80.2
14,34,83.66
14,35,85.71
14,36,88.67
14,37,90.83
14,38,93.89
14,39,96.24
14,40,101
14,5,0.9
14,6,3.56
14,7,6.71
14,8,8.37
14,9,11.33
14,10,14.99
14,11,17.94
14,12,19.8
14,13,23.76
14,14,24.81
14,15,28.67
14,16,31.63
14,17,34.59
14,18,36.84
14,19,40.9
14,20,42.36
14,21,45.31
14,22,48.07
14,23,50.43
14,24,53.49
14,25,56.34
14,26,60.5
14,27,63.26
14,28,66.01
14,29,67.57
14,30,70.63
14,31,74.79
14,32,76.54
14,33,80.9
14,34,83.56
14,35,85.11
14,36,89.17
14,37,91.83
14,38,93.59
14,39,96.94
14,40,99.1
14,5,1
14,6,2.36
14,7,6.01
14,8,7.87
14,9,10.83
14,10,14.19
14,11,16.54
14,12,19.7
14,13,22.46
14,14,25.01
14,15,28.57
14,16,31.03
14,17,33.49
14,18,37.14
14,19,41
14,20,42.46
14,21,46.11
14,22,48.07
14,23,52.23
14,24,55.29
14,25,57.14
14,26,61
14,27,63.16
14,28,66.61
14,29,67.87
14,30,71.13
14,31,74.59
14,32,77.24
14,33,79.3
14,34,82.96
14,35,86.71
14,36,87.77
14,37,91.33
14,38,94.99
14,39,96.54
14,40,100.3
14,5,0.4
14,6,3.46
14,7,6.31
14,8,8.27
14,9,10.93
14,10,14.39
14,11,16.14
14,12,19.5
14,13,23.16
14,14,26.71
14,15,29.47
14,16,31.73
14,17,34.49
14,18,38.14
14,19,40
14,20,42.06
14,21,45.61
14,22,48.27
14,23,51.03
14,24,54.29
14,25,57.94
14,26,59.9
14,27,62.56
14,28,66.41
14,29,68.17
14,30,70.73
14,31,75.09
14,32,77.64
14,33,79.1
14,34,83.46
14,35,86.31
14,36,87.87
14,37,92.23
14,38,94.79
14,39,97.34
14,40,100.9
14,5,1
14,6,2.76
14,7,4.81
14,8,7.87
14,9,11.13
14,10,13.39
14,11,17.34
14,12,20.3
14,13,22.56
14,14,25.41
14,15,27.57
14,16,32.43
14,17,33.29
14,18,37.84
14,19,40.7
14,20,43.86
14,21,45.41
14,22,48.57
14,23,50.73
14,24,53.69
14,25,57.14
14,26,60.2
14,27,62.76
14,28,65.91
14,29,69.57
14,30,71.23
14,31,73.29
14,32,78.14
14,33,80.3
14,34,83.16
14,35,85.91
14,36,88.77
14,37,90.63
14,38,93.89
14,39,97.04
14,40,99.1
14,5,0.1
14,6,3.86
14,7,5.01
14,8,9.17
14,9,11.43
14,10,14.89
14,11,17.34
14,12,20.1
14,13,22.06
14,14,25.71
14,15,29.47
14,16,31.03
14,17,33.79
14,18,36.94
14,19,39.3
14,20,43.56
14,21,46.21
14,22,47.97
14,23,51.33
14,24,53.49
14,25,56.54
14,26,60
14,27,63.36
14,28,65.31
14,29,68.57
14,30,72.03
14,31,75.09
14,32,78.14
14,33,79
14,34,83.76
14,35,85.01
14,36,89.57
14,37,91.53
14,38,95.29
14,39,97.14
14,40,99.5
14,5,1
14,6,2.86
14,7,6.31
14,8,8.87
14,9,10.43
14,10,13.59
14,11,16.94
14,12,20.8
14,13,23.36
14,14,25.51
14,15,28.27
14,16,31.13
14,17,33.89
14,18,37.74
14,19,39.1
14,20,43.56
14,21,45.21
14,22,47.97
14,23,51.63
14,24,54.99
14,25,57.04
14,26,60
14,27,62.56
14,28,65.61
14,29,68.57
14,30,70.43
14,31,75.09
14,32,76.44
14,33,80.2
14,34,83.46
14,35,84.71
14,36,89.47
14,37,91.13
14,38,94.59
14,39,96.54
14,40,100.4
14,5,0.8
14,6,1.86
14,7,5.91
14,8,9.37
14,9,11.33
14,10,14.09
14,11,18.04
14,12,19
14,13,22.36
14,14,25.41
14,15,27.87
14,16,31.03
14,17,34.99
14,18,37.94
14,19,39.1
14,20,42.16
14,21,46.11
14,22,48.67
14,23,51.13
14,24,53.39
14,25,56.74
14,26,61
14,27,62.26
14,28,66.11
14,29,69.27
14,30,70.93
14,31,74.39
14,32,76.24
14,33,80.6
14,34,82.06
14,35,86.61
14,36,88.67
14,37,91.83
14,38,94.49
14,39,96.74
14,40,100.1
15,5,0.9
15,6,2.96
15,7,5.31
15,8,8.57
15,9,11.43
15,10,13.49
15,11,17.44
15,12,19.4
15,13,23.06
15,14,25.31
15,15,29.57
15,16,32.23
15,17,34.89
15,18,37.94
15,19,40.6
15,20,43.76
15,21,45.21
15,22,47.57
15,23,50.93
15,24,55.29
15,25,58.04
15,26,59
15,27,62.56
15,28,65.01
15,29,67.97
15,30,71.43
15,31,73.79
15,32,77.14
15,33,79.2
15,34,82.96
15,35,86.11
15,36,88.17
15,37,90.43
15,38,93.29
15,39,96.84
15,40,100.9
15,5,0.3
15,6,3.16
15,7,6.01
15,8,7.97
15,9,12.33
15,10,14.59
15,11,18.14
15,12,20.9
15,13,22.36
15,14,25.01
15,15,28.37
15,16,32.03
15,17,33.49
15,18,37.44
15,19,39.6
15,20,42.66
15,21,44.91
15,22,49.27
15,23,52.43
15,24,54.69
15,25,56.54
15,26,59.2
15,27,63.16
15,28,66.11
15,29,68.97
15,30,70.43
15,31,73.39
15,32,76.24
15,33,79.7
15,34,81.86
15,35,84.81
15,36,88.07
15,37,91.93
15,38,94.59
15,39,97.14
15,40,100.1
15,5,0.2
15,6,2.06
15,7,5.61
15,8,9.37
15,9,11.33
15,10,13.29
15,11,17.24
15,12,20
15,13,22.26
15,14,26.11
15,15,27.97
15,16,30.83
15,17,33.49
15,18,36.94
15,19,40.1
15,20,41.96
15,21,46.31
15,22,49.47
15,23,50.83
15,24,54.69
15,25,56.64
15,26,59.7
15,27,62.36
15,28,66.51
15,29,69.17
15,30,72.43
15,31,73.69
15,32,77.34
15,33,79.3
15,34,82.26
15,35,85.91
15,36,87.67
15,37,91.23
15,38,94.19
15,39,97.74
15,40,99.7
15,5,0.2
15,6,2.96
15,7,5.11
15,8,8.27
15,9,10.43
15,10,14.19
15,11,17.64
15,12,19.4
15,13,22.96
15,14,25.61
15,15,29.27
15,16,31.83
15,17,35.19
15,18,37.24
15,19,40.8
15,20,43.56
15,21,46.31
15,22,49.27
15,23,50.83
15,24,53.89
15,25,57.94
15,26,59.1
15,27,62.26
15,28,65.11
15,29,67.57
15,30,70.93
15,31,73.49
15,32,76.24
15,33,80.8
15,34,82.06
15,35,86.11
15,36,87.57
15,37,91.83
15,38,93.59
15,39,96.54
15,40,99.4
15,5,1
15,6,3.76
15,7,5.11
15,8,8.57
15,9,11.13
15,10,14.39
15,11,17.74
15,12,19.1
15,13,22.76
15,14,24.81
15,15,27.77
15,16,31.83
15,17,34.39
15,18,36.54
15,19,39.2
15,20,43.56
15,21,46.61
15,22,48.17
15,23,50.73
15,24,54.69
15,25,58.14
15,26,61
15,27,63.76
15,28,65.31
15,29,67.67
15,30,72.43
15,31,74.59
15,32,76.14
15,33,80.1
15,34,82.26
15,35,86.51
15,36,88.47
15,37,90.63
15,38,94.79
15,39,96.54
15,40,99.1
15,5,0.4
15,6,2.56
15,7,6.71
15,8,8.47
15,9,11.93
15,10,13.59
15,11,16.84
15,12,19.7
15,13,23.16
15,14,24.81
15,15,28.27
15,16,31.03
15,17,34.99
15,18,36.24
15,19,40.3
15,20,42.16
15,21,45.81
15,22,48.77
15,23,50.83
15,24,53.39
15,25,56.84
15,26,60.8
15,27,63.36
15,28,66.21
15,29,69.17
15,30,71.83
15,31,74.59
15,32,77.24
15,33,79.2
15,34,82.96
15,35,85.51
15,36,88.37
15,37,91.93
15,38,95.19
15,39,97.54
15,40,100.9
15,5,0.9
15,6,3.36
15,7,5.61
15,8,8.17
15,9,12.43
15,10,14.29
15,11,17.74
15,12,19.9
15,13,22.76
15,14,25.21
15,15,29.27
15,16,30.83
15,17,34.39
15,18,37.94
15,19,40.1
15,20,42.86
15,21,46.61
15,22,48.77
15,23,50.93
15,24,55.29
15,25,56.64
15,26,60.9
